Gene stable ID	NCBI gene ID	Gene name	Source of gene name	HGNC symbol
ENSG00000117305	3155	HMGCL	HGNC Symbol	HMGCL
ENSG00000132912	51164	DCTN4	HGNC Symbol	DCTN4
ENSG00000248104		TARS2P1	HGNC Symbol	TARS2P1
ENSG00000283653		AC091948.2	Clone-based (Ensembl) gene	
ENSG00000259456	101927631	ADNP-AS1	HGNC Symbol	ADNP-AS1
ENSG00000204909	643394	SPINK9	HGNC Symbol	SPINK9
ENSG00000182552	201965	RWDD4	HGNC Symbol	RWDD4
ENSG00000250947	106478968	TRPC7-AS2	HGNC Symbol	TRPC7-AS2
ENSG00000228663		PSMD10P1	HGNC Symbol	PSMD10P1
ENSG00000224104		AC079809.1	Clone-based (Ensembl) gene	
ENSG00000000419	8813	DPM1	HGNC Symbol	DPM1
ENSG00000285524		AC073236.1	Clone-based (Ensembl) gene	
ENSG00000282859		AC003992.1	Clone-based (Ensembl) gene	
ENSG00000234722	103724390	LINC01287	HGNC Symbol	LINC01287
ENSG00000262730		AC104581.2	Clone-based (Ensembl) gene	
ENSG00000236587		AL662849.1	Clone-based (Ensembl) gene	
ENSG00000249834		PGBD4P3	HGNC Symbol	PGBD4P3
ENSG00000247199	102546294	AC091948.1	Clone-based (Ensembl) gene	
ENSG00000170043	58485	TRAPPC1	HGNC Symbol	TRAPPC1
ENSG00000103653	1445	CSK	HGNC Symbol	CSK
ENSG00000131067	2686	GGT7	HGNC Symbol	GGT7
ENSG00000241434		AC022137.1	Clone-based (Ensembl) gene	
ENSG00000217746		AL096800.1	Clone-based (Ensembl) gene	
ENSG00000279240		AC063980.1	Clone-based (Ensembl) gene	
ENSG00000248351		HSPD1P18	HGNC Symbol	HSPD1P18
ENSG00000219294		PIP5K1P1	HGNC Symbol	PIP5K1P1
ENSG00000237674		GSTA7P	HGNC Symbol	GSTA7P
ENSG00000198346	126017	ZNF813	HGNC Symbol	ZNF813
ENSG00000259040	100526836	BLOC1S5-TXNDC5	HGNC Symbol	BLOC1S5-TXNDC5
ENSG00000233489		PAXBP1P1	HGNC Symbol	PAXBP1P1
ENSG00000152214	6014	RIT2	HGNC Symbol	RIT2
ENSG00000261324		AC010168.2	Clone-based (Ensembl) gene	
ENSG00000224008	101927796	LINC01441	HGNC Symbol	LINC01441
ENSG00000272982		AL355816.1	Clone-based (Ensembl) gene	
ENSG00000235166	102723578	LINC01440	HGNC Symbol	LINC01440
ENSG00000156171	128338	DRAM2	HGNC Symbol	DRAM2
ENSG00000197837	121504	HIST4H4	HGNC Symbol	HIST4H4
ENSG00000153162	654	BMP6	HGNC Symbol	BMP6
ENSG00000250915		AC209005.1	Clone-based (Ensembl) gene	
ENSG00000250731		TPM3P6	HGNC Symbol	TPM3P6
ENSG00000136518	86	ACTL6A	HGNC Symbol	ACTL6A
ENSG00000106772	158471	PRUNE2	HGNC Symbol	PRUNE2
ENSG00000260919		AC100835.1	Clone-based (Ensembl) gene	
ENSG00000204568	28973	MRPS18B	HGNC Symbol	MRPS18B
ENSG00000258534		AL132712.1	Clone-based (Ensembl) gene	
ENSG00000224894		GPR53P	HGNC Symbol	GPR53P
ENSG00000258914		AL132712.2	Clone-based (Ensembl) gene	
ENSG00000258735	145216	LINC00637	HGNC Symbol	LINC00637
ENSG00000231973		OR2I1P	HGNC Symbol	OR2I1P
ENSG00000215612	3166	HMX1	HGNC Symbol	HMX1
ENSG00000272672		AL391497.1	Clone-based (Ensembl) gene	
ENSG00000173954		SNURFL	HGNC Symbol	SNURFL
ENSG00000145349	817	CAMK2D	HGNC Symbol	CAMK2D
ENSG00000213777		AC011487.1	Clone-based (Ensembl) gene	
ENSG00000124802	9521	EEF1E1	HGNC Symbol	EEF1E1
ENSG00000116198	9731	CEP104	HGNC Symbol	CEP104
ENSG00000149476	26007	TKFC	HGNC Symbol	TKFC
ENSG00000274892		AC011487.4	Clone-based (Ensembl) gene	
ENSG00000228175		GEMIN8P4	HGNC Symbol	GEMIN8P4
ENSG00000258507		AC116612.1	Clone-based (Ensembl) gene	
ENSG00000054356	5798	PTPRN	HGNC Symbol	PTPRN
ENSG00000242431		AC107398.1	Clone-based (Ensembl) gene	
ENSG00000122861	5328	PLAU	HGNC Symbol	PLAU
ENSG00000261669		AC008731.1	Clone-based (Ensembl) gene	
ENSG00000145246	57205	ATP10D	HGNC Symbol	ATP10D
ENSG00000162664	284695	ZNF326	HGNC Symbol	ZNF326
ENSG00000067365	79091	METTL22	HGNC Symbol	METTL22
ENSG00000090905	27327	TNRC6A	HGNC Symbol	TNRC6A
ENSG00000125484	9329	GTF3C4	HGNC Symbol	GTF3C4
ENSG00000021762	114879	OSBPL5	HGNC Symbol	OSBPL5
ENSG00000204569	5514	PPP1R10	HGNC Symbol	PPP1R10
ENSG00000259216		AC084757.1	Clone-based (Ensembl) gene	
ENSG00000277516		AL590410.1	Clone-based (Ensembl) gene	
ENSG00000131069	55902	ACSS2	HGNC Symbol	ACSS2
ENSG00000235136		AL627224.1	Clone-based (Ensembl) gene	
ENSG00000125485	64794	DDX31	HGNC Symbol	DDX31
ENSG00000234565		COX6B1P1	HGNC Symbol	COX6B1P1
ENSG00000235524		MTCO1P23	HGNC Symbol	MTCO1P23
ENSG00000227283		RPL35AP12	HGNC Symbol	RPL35AP12
ENSG00000197977	54898	ELOVL2	HGNC Symbol	ELOVL2
ENSG00000260660	105376731	AC113208.2	Clone-based (Ensembl) gene	
ENSG00000151005	84076	TKTL2	HGNC Symbol	TKTL2
ENSG00000169327	390445	OR5AU1	HGNC Symbol	OR5AU1
ENSG00000233785		AC131011.1	Clone-based (Ensembl) gene	
ENSG00000243396		AC084198.1	Clone-based (Ensembl) gene	
ENSG00000229322		AC244197.1	Clone-based (Ensembl) gene	
ENSG00000260104		AC068338.1	Clone-based (Ensembl) gene	
ENSG00000185247	4110	MAGEA11	HGNC Symbol	MAGEA11
ENSG00000203867	282996	RBM20	HGNC Symbol	RBM20
ENSG00000254185		MAPK6P5	HGNC Symbol	MAPK6P5
ENSG00000230314	100506409	ELOVL2-AS1	HGNC Symbol	ELOVL2-AS1
ENSG00000205038	93035	PKHD1L1	HGNC Symbol	PKHD1L1
ENSG00000151789	79750	ZNF385D	HGNC Symbol	ZNF385D
ENSG00000197362	136051	ZNF786	HGNC Symbol	ZNF786
ENSG00000186318	23621	BACE1	HGNC Symbol	BACE1
ENSG00000274541		AL121955.1	Clone-based (Ensembl) gene	
ENSG00000170165		CR848007.1	Clone-based (Ensembl) gene	
ENSG00000279047		AC244517.5	Clone-based (Ensembl) gene	
ENSG00000259102		SMARCE1P3	HGNC Symbol	SMARCE1P3
ENSG00000222047	414236	C10orf55	HGNC Symbol	C10orf55
ENSG00000277895		AC135279.3	Clone-based (Ensembl) gene	
ENSG00000258906		AL157687.1	Clone-based (Ensembl) gene	
ENSG00000112852	56133	PCDHB2	HGNC Symbol	PCDHB2
ENSG00000183735	29110	TBK1	HGNC Symbol	TBK1
ENSG00000168490	9796	PHYHIP	HGNC Symbol	PHYHIP
ENSG00000139579	79035	NABP2	HGNC Symbol	NABP2
ENSG00000258441	283624	LINC00641	HGNC Symbol	LINC00641
ENSG00000275923		AL160413.1	Clone-based (Ensembl) gene	
ENSG00000054803	140689	CBLN4	HGNC Symbol	CBLN4
ENSG00000204947	155054	ZNF425	HGNC Symbol	ZNF425
ENSG00000231544		RSL24D1P11	HGNC Symbol	RSL24D1P11
ENSG00000267209		LINC01897	HGNC Symbol	LINC01897
ENSG00000183474	728340	GTF2H2C	HGNC Symbol	GTF2H2C
ENSG00000183474	730394	GTF2H2C	HGNC Symbol	GTF2H2C
ENSG00000274469		LINC01746	HGNC Symbol	LINC01746
ENSG00000124089	4159	MC3R	HGNC Symbol	MC3R
ENSG00000171815	29930	PCDHB1	HGNC Symbol	PCDHB1
ENSG00000066813	348158	ACSM2B	HGNC Symbol	ACSM2B
ENSG00000235028		HMGN1P30	HGNC Symbol	HMGN1P30
ENSG00000223351	100874221	ZNF385D-AS2	HGNC Symbol	ZNF385D-AS2
ENSG00000228234		GLRXP1	HGNC Symbol	GLRXP1
ENSG00000225542	100874216	ZNF385D-AS1	HGNC Symbol	ZNF385D-AS1
ENSG00000238217	101927641	LINC01877	HGNC Symbol	LINC01877
ENSG00000279558		AC244517.9	Clone-based (Ensembl) gene	
ENSG00000235594		AL139824.2	Clone-based (Ensembl) gene	
ENSG00000228860		AL731547.1	Clone-based (Ensembl) gene	
ENSG00000233814		AL590664.1	Clone-based (Ensembl) gene	
ENSG00000229453	646424	SPINK8	HGNC Symbol	SPINK8
ENSG00000230843		AL139824.1	Clone-based (Ensembl) gene	
ENSG00000225937	50652	PCA3	HGNC Symbol	PCA3
ENSG00000242082		SLC5A4-AS1	HGNC Symbol	SLC5A4-AS1
ENSG00000248254		AC107398.2	Clone-based (Ensembl) gene	
ENSG00000197024	57541	ZNF398	HGNC Symbol	ZNF398
ENSG00000214076		CPSF1P1	HGNC Symbol	CPSF1P1
ENSG00000230629		RPS23P8	HGNC Symbol	RPS23P8
ENSG00000238053		ZDHHC20P1	HGNC Symbol	ZDHHC20P1
ENSG00000100191	6527	SLC5A4	HGNC Symbol	SLC5A4
ENSG00000236117	105373054	LINC01639	HGNC Symbol	LINC01639
ENSG00000213938		SEPHS1P6	HGNC Symbol	SEPHS1P6
ENSG00000132872	6860	SYT4	HGNC Symbol	SYT4
ENSG00000273428		AC004832.6	Clone-based (Ensembl) gene	
ENSG00000229324		NUTF2P7	HGNC Symbol	NUTF2P7
ENSG00000230137		AC004832.2	Clone-based (Ensembl) gene	
ENSG00000274444		AC078909.2	Clone-based (Ensembl) gene	
ENSG00000226124	348751	FTCDNL1	HGNC Symbol	FTCDNL1
ENSG00000270304		AC087283.1	Clone-based (Ensembl) gene	
ENSG00000273221		AL355816.2	Clone-based (Ensembl) gene	
ENSG00000228675		AC006482.1	Clone-based (Ensembl) gene	
ENSG00000236173		AL049612.1	Clone-based (Ensembl) gene	
ENSG00000243122		AC016304.1	Clone-based (Ensembl) gene	
ENSG00000232549		SRD5A1P1	HGNC Symbol	SRD5A1P1
ENSG00000259434		AC068875.1	Clone-based (Ensembl) gene	
ENSG00000232197		AL596442.1	Clone-based (Ensembl) gene	
ENSG00000187210	2650	GCNT1	HGNC Symbol	GCNT1
ENSG00000112984	10112	KIF20A	HGNC Symbol	KIF20A
ENSG00000273100		AL596442.2	Clone-based (Ensembl) gene	
ENSG00000165923	79841	AGBL2	HGNC Symbol	AGBL2
ENSG00000255291		HMGB1P40	HGNC Symbol	HMGB1P40
ENSG00000164049	285231	FBXW12	HGNC Symbol	FBXW12
ENSG00000218716		RPL12P23	HGNC Symbol	RPL12P23
ENSG00000225759	100861522	LINC00489	HGNC Symbol	LINC00489
ENSG00000230960	154449	AL109910.1	Clone-based (Ensembl) gene	
ENSG00000230971		AC005703.1	Clone-based (Ensembl) gene	
ENSG00000101981	2158	F9	HGNC Symbol	F9
ENSG00000228849	7124	TNF	HGNC Symbol	TNF
ENSG00000261205		NIFKP4	HGNC Symbol	NIFKP4
ENSG00000233529		HCG21	HGNC Symbol	HCG21
ENSG00000239719		AC004890.1	Clone-based (Ensembl) gene	
ENSG00000196260	389376	SFTA2	HGNC Symbol	SFTA2
ENSG00000167195	653641	GOLGA6C	HGNC Symbol	GOLGA6C
ENSG00000219149		PPIAP87	HGNC Symbol	PPIAP87
ENSG00000156411	9556	ATP5MPL	HGNC Symbol	ATP5MPL
ENSG00000156345	23552	CDK20	HGNC Symbol	CDK20
ENSG00000236342	23	ABCF1	HGNC Symbol	ABCF1
ENSG00000232853		LUZP4P1	HGNC Symbol	LUZP4P1
ENSG00000237377		AC005703.2	Clone-based (Ensembl) gene	
ENSG00000246705	55766	H2AFJ	HGNC Symbol	H2AFJ
ENSG00000204117	100287792	AL162293.1	Clone-based (Ensembl) gene	
ENSG00000168631	135656	MUCL3	HGNC Symbol	MUCL3
ENSG00000165899	283310	OTOGL	HGNC Symbol	OTOGL
ENSG00000228833		AC244098.2	Clone-based (Ensembl) gene	
ENSG00000223377		AC244098.1	Clone-based (Ensembl) gene	
ENSG00000226833		AC092164.1	Clone-based (Ensembl) gene	
ENSG00000231694		AC244098.3	Clone-based (Ensembl) gene	
ENSG00000243818	100507389	AC021074.3	Clone-based (Ensembl) gene	
ENSG00000076344	8786	RGS11	HGNC Symbol	RGS11
ENSG00000235254		TMEM185AP1	HGNC Symbol	TMEM185AP1
ENSG00000187790	57697	FANCM	HGNC Symbol	FANCM
ENSG00000224844		AC107079.1	Clone-based (Ensembl) gene	
ENSG00000152359	134359	POC5	HGNC Symbol	POC5
ENSG00000285545		AC124798.2	Clone-based (Ensembl) gene	
ENSG00000197149		AC107956.1	Clone-based (Ensembl) gene	
ENSG00000258805		ADIPOR1P2	HGNC Symbol	ADIPOR1P2
ENSG00000159337	283748	PLA2G4D	HGNC Symbol	PLA2G4D
ENSG00000187483	388007	SERPINA13P	HGNC Symbol	SERPINA13P
ENSG00000070081	4925	NUCB2	HGNC Symbol	NUCB2
ENSG00000183723	146223	CMTM4	HGNC Symbol	CMTM4
ENSG00000244067	2939	GSTA2	HGNC Symbol	GSTA2
ENSG00000259140		AL049839.1	Clone-based (Ensembl) gene	
ENSG00000140478	653643	GOLGA6D	HGNC Symbol	GOLGA6D
ENSG00000198342	79973	ZNF442	HGNC Symbol	ZNF442
ENSG00000283776		TAF11L13	HGNC Symbol	TAF11L13
ENSG00000239269		RPSAP4	HGNC Symbol	RPSAP4
ENSG00000224310	400511	LINC01567	HGNC Symbol	LINC01567
ENSG00000152760	200132	TCTEX1D1	HGNC Symbol	TCTEX1D1
ENSG00000168930	57093	TRIM49	HGNC Symbol	TRIM49
ENSG00000272114		AL136131.3	Clone-based (Ensembl) gene	
ENSG00000278486		YRDCP1	HGNC Symbol	YRDCP1
ENSG00000171116	100506164	HSFX1	HGNC Symbol	HSFX1
ENSG00000148110	84641	MFSD14B	HGNC Symbol	MFSD14B
ENSG00000100095	23544	SEZ6L	HGNC Symbol	SEZ6L
ENSG00000278531		AL512324.3	Clone-based (Ensembl) gene	
ENSG00000224050		AL008723.1	Clone-based (Ensembl) gene	
ENSG00000206279	1616	DAXX	HGNC Symbol	DAXX
ENSG00000273325		AL008723.3	Clone-based (Ensembl) gene	
ENSG00000123584	4108	MAGEA9	HGNC Symbol	MAGEA9
ENSG00000234993		CUBNP2	HGNC Symbol	CUBNP2
ENSG00000224732		MAGEA7P	HGNC Symbol	MAGEA7P
ENSG00000260357		DNM1P34	HGNC Symbol	DNM1P34
ENSG00000224132		AC112715.1	Clone-based (Ensembl) gene	
ENSG00000269124		AC007193.2	Clone-based (Ensembl) gene	
ENSG00000133937	145258	GSC	HGNC Symbol	GSC
ENSG00000229829		DUTP4	HGNC Symbol	DUTP4
ENSG00000124440	64344	HIF3A	HGNC Symbol	HIF3A
ENSG00000280752	101241891	LINC00850	HGNC Symbol	LINC00850
ENSG00000230899		MAGEA8-AS1	HGNC Symbol	MAGEA8-AS1
ENSG00000267647		MAP1LC3P	HGNC Symbol	MAP1LC3P
ENSG00000165970	9152	SLC6A5	HGNC Symbol	SLC6A5
ENSG00000256748		AC005832.2	Clone-based (Ensembl) gene	
ENSG00000259790		ANP32BP1	HGNC Symbol	ANP32BP1
ENSG00000084463	51729	WBP11	HGNC Symbol	WBP11
ENSG00000285205		AL121612.2	Clone-based (Ensembl) gene	
ENSG00000166510	80323	CCDC68	HGNC Symbol	CCDC68
ENSG00000255639		AC005833.1	Clone-based (Ensembl) gene	
ENSG00000112983	10902	BRD8	HGNC Symbol	BRD8
ENSG00000240914		RPL15P2	HGNC Symbol	RPL15P2
ENSG00000274379		AL121612.1	Clone-based (Ensembl) gene	
ENSG00000163714	23350	U2SURP	HGNC Symbol	U2SURP
ENSG00000231361		RPS29P23	HGNC Symbol	RPS29P23
ENSG00000163689	200844	C3orf67	HGNC Symbol	C3orf67
ENSG00000172410	10022	INSL5	HGNC Symbol	INSL5
ENSG00000227695	100188954	DNMBP-AS1	HGNC Symbol	DNMBP-AS1
ENSG00000151079		KCNA6	HGNC Symbol	KCNA6
ENSG00000258933		LINC02279	HGNC Symbol	LINC02279
ENSG00000250782		TAF11L14	HGNC Symbol	TAF11L14
ENSG00000107554	23268	DNMBP	HGNC Symbol	DNMBP
ENSG00000130035	3742	GALNT8	HGNC Symbol	GALNT8
ENSG00000130035	26290	GALNT8	HGNC Symbol	GALNT8
ENSG00000248471		AC233724.4	Clone-based (Ensembl) gene	
ENSG00000258866		AL390254.1	Clone-based (Ensembl) gene	
ENSG00000125450	79902	NUP85	HGNC Symbol	NUP85
ENSG00000248160		AC233724.1	Clone-based (Ensembl) gene	
ENSG00000229201		AC092783.1	Clone-based (Ensembl) gene	
ENSG00000248542		AC233724.5	Clone-based (Ensembl) gene	
ENSG00000261284		RBM22P13	HGNC Symbol	RBM22P13
ENSG00000124098	116151	FAM210B	HGNC Symbol	FAM210B
ENSG00000250865		AC105362.1	Clone-based (Ensembl) gene	
ENSG00000248337		AC233724.2	Clone-based (Ensembl) gene	
ENSG00000248330	100507528	LINC00613	HGNC Symbol	LINC00613
ENSG00000259874		AC034105.2	Clone-based (Ensembl) gene	
ENSG00000112715	7422	VEGFA	HGNC Symbol	VEGFA
ENSG00000269466	391769	H3.Y	NCBI gene	
ENSG00000251492		AC104136.1	Clone-based (Ensembl) gene	
ENSG00000282347		AC100797.3	Clone-based (Ensembl) gene	
ENSG00000272660		AC090425.1	Clone-based (Ensembl) gene	
ENSG00000261166		AC073429.2	Clone-based (Ensembl) gene	
ENSG00000232232		HLA-N	HGNC Symbol	HLA-N
ENSG00000249311		TERF1P3	HGNC Symbol	TERF1P3
ENSG00000230291		AC078817.1	Clone-based (Ensembl) gene	
ENSG00000250665		AC073429.1	Clone-based (Ensembl) gene	
ENSG00000278508	100132979	GOLGA8EP	HGNC Symbol	GOLGA8EP
ENSG00000251567		AC018680.1	Clone-based (Ensembl) gene	
ENSG00000269300		AC008734.1	Clone-based (Ensembl) gene	
ENSG00000271820	285804	AL109910.2	Clone-based (Ensembl) gene	
ENSG00000225185		PPIAP8	HGNC Symbol	PPIAP8
ENSG00000167785	148156	ZNF558	HGNC Symbol	ZNF558
ENSG00000227508		LINC01624	HGNC Symbol	LINC01624
ENSG00000279749		AC093875.1	Clone-based (Ensembl) gene	
ENSG00000147853	50808	AK3	HGNC Symbol	AK3
ENSG00000250341	729307	LINC02510	HGNC Symbol	LINC02510
ENSG00000139540	283375	SLC39A5	HGNC Symbol	SLC39A5
ENSG00000248869		LINC02511	HGNC Symbol	LINC02511
ENSG00000128989	10776	ARPP19	HGNC Symbol	ARPP19
ENSG00000282414		IGHV3-62	HGNC Symbol	IGHV3-62
ENSG00000139180	4704	NDUFA9	HGNC Symbol	NDUFA9
ENSG00000282103	9228	DLGAP2	NCBI gene	
ENSG00000225109		PAIP1P1	HGNC Symbol	PAIP1P1
ENSG00000282245	401442	AC100797.2	Clone-based (Ensembl) gene	
ENSG00000230310		AC010422.1	Clone-based (Ensembl) gene	
ENSG00000226060	7726	TRIM26	HGNC Symbol	TRIM26
ENSG00000282665	157697	ERICH1	HGNC Symbol	ERICH1
ENSG00000188033	57474	ZNF490	HGNC Symbol	ZNF490
ENSG00000075415	5250	SLC25A3	HGNC Symbol	SLC25A3
ENSG00000229149		CR759890.1	Clone-based (Ensembl) gene	
ENSG00000282099		IGHVII-62-1	HGNC Symbol	IGHVII-62-1
ENSG00000282560		IGHV3-63	HGNC Symbol	IGHV3-63
ENSG00000223560		UBQLN1P1	HGNC Symbol	UBQLN1P1
ENSG00000227536		SOCS5P4	HGNC Symbol	SOCS5P4
ENSG00000218996		ARL4AP5	HGNC Symbol	ARL4AP5
ENSG00000274236		IGHV3-64	HGNC Symbol	IGHV3-64
ENSG00000217228		GSTA12P	HGNC Symbol	GSTA12P
ENSG00000223598		AL138733.1	Clone-based (Ensembl) gene	
ENSG00000271234		AL078605.1	Clone-based (Ensembl) gene	
ENSG00000132300	55037	PTCD3	HGNC Symbol	PTCD3
ENSG00000112584	84498	FAM120B	HGNC Symbol	FAM120B
ENSG00000236727		MICC	HGNC Symbol	MICC
ENSG00000186732	758	MPPED1	HGNC Symbol	MPPED1
ENSG00000282821		IGHV3-65	HGNC Symbol	IGHV3-65
ENSG00000120254	25902	MTHFD1L	HGNC Symbol	MTHFD1L
ENSG00000282018		IGHVII-65-1	HGNC Symbol	IGHVII-65-1
ENSG00000282045		IGHV3-66	HGNC Symbol	IGHV3-66
ENSG00000248406		AC008758.3	Clone-based (Ensembl) gene	
ENSG00000196466	90576	ZNF799	HGNC Symbol	ZNF799
ENSG00000182993	144608	C12orf60	HGNC Symbol	C12orf60
ENSG00000232732		AC097717.1	Clone-based (Ensembl) gene	
ENSG00000234626		AL021937.3	Clone-based (Ensembl) gene	
ENSG00000111339	420	ART4	HGNC Symbol	ART4
ENSG00000213290		PGK1P2	HGNC Symbol	PGK1P2
ENSG00000234848		AC008758.2	Clone-based (Ensembl) gene	
ENSG00000236925	4050	LTB	HGNC Symbol	LTB
ENSG00000173334	10221	TRIB1	HGNC Symbol	TRIB1
ENSG00000278032	4061	LY6E	HGNC Symbol	LY6E
ENSG00000269560		AC010422.4	Clone-based (Ensembl) gene	
ENSG00000232579		MTCO1P27	HGNC Symbol	MTCO1P27
ENSG00000066422	27107	ZBTB11	HGNC Symbol	ZBTB11
ENSG00000268870		AC008758.5	Clone-based (Ensembl) gene	
ENSG00000179256	440087	SMCO3	HGNC Symbol	SMCO3
ENSG00000173875	163049	ZNF791	HGNC Symbol	ZNF791
ENSG00000256339		AC007655.1	Clone-based (Ensembl) gene	
ENSG00000147164	29934	SNX12	HGNC Symbol	SNX12
ENSG00000144152	129804	FBLN7	HGNC Symbol	FBLN7
ENSG00000111341	4256	MGP	HGNC Symbol	MGP
ENSG00000256628	100009676	ZBTB11-AS1	HGNC Symbol	ZBTB11-AS1
ENSG00000272984		AC007349.4	Clone-based (Ensembl) gene	
ENSG00000229424		AC007349.1	Clone-based (Ensembl) gene	
ENSG00000139645	283373	ANKRD52	HGNC Symbol	ANKRD52
ENSG00000224402		OR6D1P	HGNC Symbol	OR6D1P
ENSG00000137709	25833	POU2F3	HGNC Symbol	POU2F3
ENSG00000156009	4107	MAGEA8	HGNC Symbol	MAGEA8
ENSG00000269755		AC008758.6	Clone-based (Ensembl) gene	
ENSG00000230321		MTCO2P27	HGNC Symbol	MTCO2P27
ENSG00000242428	101929238	C3orf67-AS1	HGNC Symbol	C3orf67-AS1
ENSG00000272921		AC005832.4	Clone-based (Ensembl) gene	
ENSG00000249709	163050	ZNF564	HGNC Symbol	ZNF564
ENSG00000256381		AC005832.1	Clone-based (Ensembl) gene	
ENSG00000255608		AC006063.1	Clone-based (Ensembl) gene	
ENSG00000227004		AC108032.1	Clone-based (Ensembl) gene	
ENSG00000274832		AC233724.12	Clone-based (Ensembl) gene	
ENSG00000241954		AL021937.4	Clone-based (Ensembl) gene	
ENSG00000250715		AC233724.10	Clone-based (Ensembl) gene	
ENSG00000230736	339666	AL021937.1	Clone-based (Ensembl) gene	
ENSG00000010219	8798	DYRK4	HGNC Symbol	DYRK4
ENSG00000205853	10737	RFPL3S	HGNC Symbol	RFPL3S
ENSG00000269693		AC010422.6	Clone-based (Ensembl) gene	
ENSG00000185947	10308	ZNF267	HGNC Symbol	ZNF267
ENSG00000235686		PPIAP20	HGNC Symbol	PPIAP20
ENSG00000234003		MTATP6P27	HGNC Symbol	MTATP6P27
ENSG00000258567		DUX4L16	HGNC Symbol	DUX4L16
ENSG00000259154		DUX4L17	HGNC Symbol	DUX4L17
ENSG00000180855	10224	ZNF443	HGNC Symbol	ZNF443
ENSG00000124508	10385	BTN2A2	HGNC Symbol	BTN2A2
ENSG00000176749	8851	CDK5R1	HGNC Symbol	CDK5R1
ENSG00000243519		IGLVIVOR22-2	HGNC Symbol	IGLVIVOR22-2
ENSG00000271093		IGLCOR22-2	HGNC Symbol	IGLCOR22-2
ENSG00000130227	23039	XPO7	HGNC Symbol	XPO7
ENSG00000128276	10738	RFPL3	HGNC Symbol	RFPL3
ENSG00000165698	11092	SPACA9	HGNC Symbol	SPACA9
ENSG00000236483		MTND2P40	HGNC Symbol	MTND2P40
ENSG00000150593	27250	PDCD4	HGNC Symbol	PDCD4
ENSG00000196826		AC008758.1	Clone-based (Ensembl) gene	
ENSG00000242852	163051	ZNF709	HGNC Symbol	ZNF709
ENSG00000242134		RPL5P13	HGNC Symbol	RPL5P13
ENSG00000250835		LSM3P4	HGNC Symbol	LSM3P4
ENSG00000249806		AC139720.1	Clone-based (Ensembl) gene	
ENSG00000198719	28514	DLL1	HGNC Symbol	DLL1
ENSG00000242173	398	ARHGDIG	HGNC Symbol	ARHGDIG
ENSG00000136152	83548	COG3	HGNC Symbol	COG3
ENSG00000231080		AL592161.1	Clone-based (Ensembl) gene	
ENSG00000251248		AC139720.2	Clone-based (Ensembl) gene	
ENSG00000259239		AC021755.1	Clone-based (Ensembl) gene	
ENSG00000152763	79819	WDR78	HGNC Symbol	WDR78
ENSG00000267013	101927229	LINC01929	HGNC Symbol	LINC01929
ENSG00000130414	4705	NDUFA10	HGNC Symbol	NDUFA10
ENSG00000256574	79290	OR13A1	HGNC Symbol	OR13A1
ENSG00000259950		AC034105.3	Clone-based (Ensembl) gene	
ENSG00000109452	8821	INPP4B	HGNC Symbol	INPP4B
ENSG00000224992		AL445645.1	Clone-based (Ensembl) gene	
ENSG00000269947		AC135178.5	Clone-based (Ensembl) gene	
ENSG00000250946		AP004833.1	Clone-based (Ensembl) gene	
ENSG00000268744		AC008758.4	Clone-based (Ensembl) gene	
ENSG00000173226	9657	IQCB1	HGNC Symbol	IQCB1
ENSG00000165695	158067	AK8	HGNC Symbol	AK8
ENSG00000249937		LINC02223	HGNC Symbol	LINC02223
ENSG00000185009	26985	AP3M1	HGNC Symbol	AP3M1
ENSG00000164076	79012	CAMKV	HGNC Symbol	CAMKV
ENSG00000151849	55835	CENPJ	HGNC Symbol	CENPJ
ENSG00000254583		AC021269.1	Clone-based (Ensembl) gene	
ENSG00000125409	64518	TEKT3	HGNC Symbol	TEKT3
ENSG00000255401		AC021269.2	Clone-based (Ensembl) gene	
ENSG00000235220	3134	HLA-F	HGNC Symbol	HLA-F
ENSG00000197468	650293	AC073648.1	Clone-based (Ensembl) gene	
ENSG00000223716		AL135785.1	Clone-based (Ensembl) gene	
ENSG00000249272		UNC93B8	HGNC Symbol	UNC93B8
ENSG00000273872		SLC25A15P4	HGNC Symbol	SLC25A15P4
ENSG00000259541	649133	AP001150.1	Clone-based (Ensembl) gene	
ENSG00000282681	100133669	LY6E-DT	HGNC Symbol	LY6E-DT
ENSG00000227971		AC078809.1	Clone-based (Ensembl) gene	
ENSG00000250813		SERF1AP1	HGNC Symbol	SERF1AP1
ENSG00000258860		AL133163.2	Clone-based (Ensembl) gene	
ENSG00000251440		STMN1P2	HGNC Symbol	STMN1P2
ENSG00000240023		AL133163.1	Clone-based (Ensembl) gene	
ENSG00000213448		RPS23P2	HGNC Symbol	RPS23P2
ENSG00000263096		AC007638.2	Clone-based (Ensembl) gene	
ENSG00000282439		IGHV1-67	HGNC Symbol	IGHV1-67
ENSG00000225382		LINC02569	HGNC Symbol	LINC02569
ENSG00000108924	3131	HLF	HGNC Symbol	HLF
ENSG00000269881	83986	AC004754.1	Clone-based (Ensembl) gene	
ENSG00000073282	8626	TP63	HGNC Symbol	TP63
ENSG00000281173		ABCB10P1	HGNC Symbol	ABCB10P1
ENSG00000282117		SLC20A1P1	HGNC Symbol	SLC20A1P1
ENSG00000282652		IGHVII-67-1	HGNC Symbol	IGHVII-67-1
